მეერთისა	Pantokrator
დიფთერა-ჲ	auf Pergament geschriebenes Buch
ჴელისწერა-ჲ	Geschriebenes, Inschrift, Festlegung
წიგნისწერა-ჲ	Schreiben
მანდრაღორა-ჲ	Alraune; Alraune
თერისტრა-ჲ	Kleidung
პურა-ჲ	kleines Brot
ჴნარცჳს-თხრა-ჲ	Aushebung einer Grube
გუერდისთხრა-ჲ	Zerstören der Seitenwand
შაჰრა-ჲ	Landstraße
გულისკუნესა-ჲ	Trauer
ნიგუზისა-ჲ	Nußschale
ქართველ-ი დასავალისა-ჲ	Bewohner der Pyrenäenhalbinsel, "Iberer des Westens"
მოქცევ-ი შჳდეულისა-ჲ	Woche
აღტჳრთვა-ჲ მუცლისა-ჲ	Schwangerschaft
შემამკობელ-ი სძლისა-ჲ	Trauzeuge
ტირისკნისა-ჲ	Monatsname (etwa November-Dezember)
სიმკაცრე-ჲ ლექსისა-ჲ	Grobheit, grobes Wort
მშჳლდ-ი ცისა-ჲ	Regenbogen
თჳთმიწისა-ჲ	Eingeborener
კოვზ-ი ზღჳსა-ჲ	Meeresschnecke
საქანელ-ი სიტყჳსა-ჲ	Redekunst
მრავალმოქცევობა-ჲ სიტყჳსა-ჲ	Redekunst, Rhetorik
ალელუა-ჲ	Halleluja
წინაგანსიტყუა-ჲ	Streiten
ოქროსიტყუა-ჲ	Redner, Orator
მრავლისსიტყუა-ჲ	Schwätzerei
ძჳრისსიტყუა-ჲ	Blasphemie
ხაჭუა-ჲ	Quark
დაკაფა-ჲ	Fällen, Roden
სწრაფა-ჲ	Wunsch, Streben
თანაყოფა-ჲ	Zusammensein, Beischlaf
წინაყოფა-ჲ	Hinstellen, Hinlegen, Geben, Schenken, Reichen, Erfüllen, Vollenden; Gleichnis
არაყოფა-ჲ	Nichtexistenz
ღმერთყოფა-ჲ	Vergöttlichung, Vergötterung
ჴელისმიყოფა-ჲ	Berührung
მიმოგანყოფა-ჲ	Teilen, Verteilen
აქა-ჲ	hiesig, Hiesiges
ზუზღა-ჲ	Eiter
ნაყა-ჲ	Zerstoßen, Zerstampfen
ბერტყა-ჲ	Schlagen, Schütteln, Ausklopfen
დამწყა-ჲ	Abrichten
სამცა-ჲ	dritter Himmel
აღჴოცა-ჲ	Vernichten
აღძურცა-ჲ	Ausziehen, Entfernen
მამისბიძა-ჲ	Onkel des Vaters
მეხისტეხა-ჲ	Donner, Donnerschlag
ტომის-რაცხა-ჲ	Volkszählung
ტოჰმის-რაცხა-ჲ	Volkszählung
აღრაცხა-ჲ	Zählen
მჯა-ჲ	Weizenstroh, Weizenhalme
თანშეშჯა-ჲ	Verbinden, Verknüpfen
მარვაჰა-ჲ	Korb
ალელუჲა-ჲ	Halleluja; Halleluja
კჳრიაე-ჲ	Sonntag; Sonntag
მესირაე-ჲ	Schilfflechter
სააფრაე-ჲ	Segeltuch
კჳრაე-ჲ	Sonntag; Sonntag
სადროშაე-ჲ	Fahnen-
სათიბე-ჲ	Heuwiese
საჴამლობე-ჲ	Schuhe
სილირბე-ჲ	Dreistheit, Unverschämtheit
მსრბე-ჲ	Läufer
სისადაგე-ჲ	Einfachheit, Gewöhnlichkeit
სასურმაგე-ჲ	Farbgefäß
საგუშაგე-ჲ	Wachturm, Leuchtturm
მენიჯოგე-ჲ	Speerträger, Waffenträger
მენერგე-ჲ	Gärtner
მდინარისკიდე-ჲ	Flußufer
საჴიდე-ჲ	Brückenzoll
კმოდე-ჲ	Felsklippe, Steilufer, Felssturz
ზღუდისზღუდე-ჲ	Mauer, Wall
პირისმწდე-ჲ	Mundschenk
თეე-ჲ	Raum der Tempelwächter; Raum der Tempelwächter
თანამენავე-ჲ	Mitreisender auf einem Schiff
შიშავე-ჲ	Schwärze; Schwärze
ალოვე-ჲ	Aloe; Aloe
მეარვე-ჲ	Hirt
მონათესვე-ჲ	Verwandter
სიდრკუვე-ჲ	Heimtücke; Heimtücke
მერუვე-ჲ	Kanalwärter
სიღრუვე-ჲ	öffnung, Loch; öffnung, Loch
სიცრუვე-ჲ	Lüge, Falschheit; Lüge, Falschheit
საასპარეზე-ჲ	Arena, Kampfplatz
მეასპარეზე-ჲ	Jockey
სამმზე-ჲ	Dreifaltigkeit
მეშაბათე-ჲ	Sabbatfeiernder
მებარბითე-ჲ	Harfenspieler
იაკინთე-ჲ	Hyazinth (Edelstein); kostbares Gewebe; Hyazinth (Edelstein); kostbares
ჳაკინთე-ჲ	Hyazinth (Edelstein); kostbares Gewebe
საევლოგიე-ჲ	Opfergefäß
სინოტიე-ჲ	Feuchtigkeit, Nässe
სივაკე-ჲ	Ebene, gerade Fläche
შაბათ-კჳრიაკე-ჲ	Samstag und Sonntag
ახალკჳრიაკე-ჲ	neue Woche
მოსენაკე-ჲ	Einsiedler, Mönch in einer Einsiedelei
მეურაკპარაკე-ჲ	Straßensteher
თანამოჰასაკე-ჲ	Gleichaltriger
მეპრატაკე-ჲ	Lederbearbeiter
მეჯაუკე-ჲ	Verschwörer
სიჭაპუკე-ჲ	Jugend; Jugend
ფრინვალე-ჲ	fliegend, Vogel; fliegend, Vogel
მფრინვალე-ჲ	fliegend, Vogel; fliegend, Vogel
მენაცვალე-ჲ	Ersatz, Erbe
ღმრთისმოლალე-ჲ	Feind Gottes
მეათძალე-ჲ	Spieler eines zehnsaitigen Instruments
სიობლე-ჲ	Waisentum, Verwaistheit
სიმგურგლე-ჲ	Kreis, Rundheit
საკანდლე-ჲ	Kerzenhalter
მენელსაცხებელე-ჲ	Spezereienzubereiter
ევანგელე-ჲ	Evangelium
მემფრინველე-ჲ	Wahrsager nach Vogelstimme und Vogelflug
თანმემსოფლელე-ჲ	Teilnehmer
მესათრომელე-ჲ	Netzfischer
მესურნელე-ჲ	Spezereienzubereiter
მეჭრელე-ჲ	Färber
საყელე-ჲ	Kragen
სიმკუეთლე-ჲ	Strenge, Schärfe
სილბილე-ჲ	Weichheit
სამპყრობილე-ჲ	Gefängnis; Gefängnis
თანამოსადილე-ჲ	Tischgenosse
მეაჩრდილე-ჲ	Schauspieler
საშვილე-ჲ	männliches Geschlechtsorgan
მექრთილე-ჲ	Gerstenanbauer
სიწულილე-ჲ	Winzigkeit
მესაჴუმილე-ჲ	Feueranzünder
სიორძილე-ჲ	Wachstum, Mehrung, Erhöhung
მეწინწილე-ჲ	Zymbelspieler
საუნჯაკლე-ჲ	Schatzkammer
წჳვმოკლე-ჲ	mit kurzem Unterschenkel
სილპოლე-ჲ	Fäulnis
კანონიან-ი ეპისტოლე-ჲ	offizielles Schreiben, Zeugnis
მემსხუერპლე-ჲ	Opferer
მექსლე-ჲ	Netzknüpfer
სიფუდულე-ჲ	Hochmut, Bosheit
თანამესახლეულე-ჲ	Familienmitglied
მეანეულე-ჲ	Pflüger
კეთილისმოძულე-ჲ	böser Mensch
ბოროტისმოძულე-ჲ	Verbrechenshasser
კაცისმოძულე-ჲ	Menschenhasser
თანამეუღლე-ჲ	Gatte, Gattin, Gesinnungsgenosse
თანამოსარჩლე-ჲ	Rechtsanwalt
თანამესარეცლე-ჲ	Gatte, Gattin
სიმჭლე-ჲ	Magerkeit
სასაწნეხლე-ჲ	Presse, Kelter
მემხლე-ჲ	Gemüsegärtner
მოსარჯლე-ჲ	Kläger, Rechtsanwalt; Kläger, Rechtsanwalt
ცუდმოწამე-ჲ	falscher Zeuge
პირველმოწამე-ჲ	erster Märtyrer
მთავარმოწამე-ჲ	großer Märtyrer
ქრისტესმოწამე-ჲ	Märtyrer
სიუზმე-ჲ	Hungern, Fasten
მელომე-ჲ	Löwendresseur
სააღნუმე-ჲ	Festplatz, Paradeplatz
საქალობელ-ი საქმე-ჲ	Verheiratetsein; Verheiratetsein
საქალობე-ჲ საქმე-ჲ	Verheiratetsein
ჴელთსაქმე-ჲ	Beruf
ქველისსაქმე-ჲ	Güte
ქუეყანისსაქმე-ჲ	Bodenbearbeitung
ძჳრისსაქმე-ჲ	böses Tun, Verbrechen
სიღმე-ჲ	Tiefe; Tiefe
სირღმე-ჲ	Tiefe; Tiefe
სალერწმე-ჲ	Schilfgegend
ქალბანე-ჲ	duftendes Baumharz, Galban; duftendes Baumharz, Galban
ქრისტეანე-ჲ	Christ
ადამანტიანე-ჲ	Diamant
ანდამანტიანე-ჲ	Diamant; Diamant
მეპანდუქიანე-ჲ	Gastwirt
მექუეყანე-ჲ	Einwohner, Bewohner
საოსტიგნე-ჲ	klösterlicher Vorratsraum
მეკაპილენე-ჲ	Ladenbesitzer; Ladenbesitzer
მარჯუენე-ჲ	rechter, Rechte; richtig, tüchtig
კაცთმოთნე-ჲ	Schmeichler
მოდგინე-ჲ	umzingelnd, Belagerer
სიკნინე-ჲ	Geringheit, Kleinheit
შიჩუკნე-ჲ	Faulheit, Feigheit, ängstlichkeit, Onanie; Faulheit, Feigheit, ängstlichkeit, Onanie
სადრაჰკნე-ჲ	Geldbeutel
ღჳნისმნე-ჲ	Oberkellermeister
მთავარღჳნისმნე-ჲ	Oberkellermeister
მეკაპილიონე-ჲ	Ladenbesitzer
ფილონე-ჲ	auf Pergament geschriebenes Gesetz des Mose
მეკანონე-ჲ	Gesetzeshüter, Gesetzestreuer
მეთეატრონე-ჲ	Schauspieler
მეღონე-ჲ	Helfer
ტაბერნე-ჲ	Gasthaus
მემისნე-ჲ	Hellseher
სამგოსნე-ჲ	Sänger-, Musikantenbühne
სიპატიოსნე-ჲ	Adel, Anstand
მეწუნე-ჲ	Koch, Suppenkoch
სიდაშნე-ჲ	Gutwilligkeit, Bescheidenheit
მეხუეიშნე-ჲ	Geheimnishüter; Geheimnishüter
მოხუაჲშნე-ჲ	Zuträger (einer Neuigkeit)
სიბძნე-ჲ	Weisheit; Weisheit
მოღჳნე-ჲ	Trunkenbold
სიურცხჳნე-ჲ	Unverschämtheit, Schamlosigkeit
სიფართოე-ჲ	Weite, Breite; Weite, Breite
მესაიდუმლოე-ჲ	Erfahrender
სიმარტოე-ჲ	Einsamkeit
თანმდებარე-ჲ	dabei befindlich, nahe seiend, Anhänger
გამომტკუეფლვარე-ჲ	Ausschlag
სიმცხინვარე-ჲ	Hitze
წინაშემდგომარე-ჲ	vorn stehend, Vorsteher
თანამჯდომარე-ჲ	dabeisitzend, Nächster
წინამჯდომარე-ჲ	Führer, Vorsitzender
შოვამდინარე-ჲ	Mesopotamien
შუამდინარე-ჲ	Mesopotamien
წუთხმდინარე-ჲ	mit herausfließendem Eiter
მექნარე-ჲ	Harfenspieler
დედათმოყუარე-ჲ	Frauenliebhaber
ნოვაგთმოყუარე-ჲ	Vielesser
სწავლულმოყუარე-ჲ	Philosoph
მთავრობისმოყუარე-ჲ	Machtgieriger, Karrierist
ცოდვისმოყუარე-ჲ	Sünder
შაჰვისმოყუარე-ჲ	Hurer
სასუმლისმოყუარე-ჲ	Trinker
ვეცხლისმოყუარე-ჲ	Geldliebhaber
სიბრძნისმოყუარე-ჲ	Philosoph
კაცისმოყუარე-ჲ	Menschenfreund
უდაბნოჲსმოყუარე-ჲ	Einsiedler, Asket
საჯუარე-ჲ	Kreuz-
სიადრე-ჲ	Schnelligkeit
სიშუენიერე-ჲ	Schönheit
მთავარმეზუერე-ჲ	Oberzöllner
უმთავრე-ჲ	hauptsächlich, Vorgesetzter; hauptsächlich, Vorgesetzter
სასაძოვრე-ჲ	Weide
საცხოვრე-ჲ	Viehhürde
მეჰაზრე-ჲ	Wahrsager, Lügner
სიზამთრე-ჲ	Bosheit
მენადირე-ჲ	Jäger; Jäger
სიყშირე-ჲ	Dichtheit, Dicke
თმამცირე-ჲ	mit spärlichem Haar
მემწირე-ჲ	Bediensteter im Gasthaus
მოშაჰირე-ჲ	Dichter
მოსტუმრე-ჲ	Gastgeber
ჴელთმოსაქმრე-ჲ	Handwerker
მეძმრე-ჲ	Essigverkäufer
სასაჴმრე-ჲ	Toilette
მუცლითმეზღაპრე-ჲ	Wahrsager
ტბურე-ჲ	kleiner See, Tümpel
მეუძლურე-ჲ	Krankenpfleger
მეჩქურე-ჲ	Schwätzer, Fasler, Dummredner
მემშურე-ჲ	Neider
პირველმთქრე-ჲ	überholend, Sieger
სივიწრე-ჲ	Enge; Enge
სავაჭრე-ჲ	zu verkaufend, Händlerware
საბანჯრე-ჲ	Tribut in Form von Weideland
მემჴრე-ჲ	auf einer Seite knieender Sänger bei der Liturgie
სიგუესე-ჲ	Heftigkeit, Schärfe
ურნატსავსე-ჲ	mit vollen Furchen
მეერგასისე-ჲ	fünfzigster; Pfingstfest
სიმყისე-ჲ	Plötzlichkeit
წინაკარსე-ჲ	Vortür
სიღირსე-ჲ	Würde
მესუეტე-ჲ	Stylites
უღლისმტე-ჲ	Verbündeter, Helfer
მეპურისმტე-ჲ	Tischgenosse
თანამეპურისმტე-ჲ	Tischgenosse
ძუძუჲსმტე-ჲ	Kind der Amme
მეპურისტე-ჲ	Tischgenosse; Tischgenosse
ცრუქრისტე-ჲ	falscher Christus
სიშლუე-ჲ	Kahlköpfigkeit
მერიცხუე-ჲ	Arithmetiker
მეკანაფე-ჲ	Seildreher
ზეშთჴელმწიფე-ჲ	himmlischer Herrscher
სინაზუქე-ჲ	Reinheit, Zartheit
მელიზღე-ჲ	Schwätzer
მეზედაშე-ჲ	Kellermeister
წინაშე-ჲ	Nahestehender
მათქუეშე-ჲ	ihr Untergebener, ihr Untertan
საშეშე-ჲ	Holz-
მრუშე-ჲ	Hurer, Hure
მექჳშე-ჲ	Kiesträger
მემჴეცე-ჲ	Abrichter von Raubtieren
სიორძე-ჲ	Wachstum, Mehrung
მენავეთმოღუაწე-ჲ	Steuermann
მჴეცთმოღუაწე-ჲ	Tierbändiger
მრავალმოღუაწე-ჲ	großer Schöpfer
უმოღუაწე-ჲ	ohne Diener
წინაბჭე-ჲ	Vortür
სანახე-ჲ	Gegend
წინასახე-ჲ	Zeichen, Urbild
მროწლისსახე-ჲ	Kupferapfel (dekoratives Detail)
მიოთხე-ჲ	vierter, Viertel; vierter, Viertel
საკუერთხე-ჲ	Opfergabe
სიმკჳრცხე-ჲ	Flottheit, Behendigkeit
ჰე-ჲ	Ja
სიმრღჳე-ჲ	Trübheit
საჰურიაო-ჲ	jüdisch, Juden-
კაბო-ჲ	Mehlmaß
სამაეგო-ჲ	Handels-, Laden
სიმინდო-ჲ	feinstes Weizenmehl; feinstes Weizenmehl
საარხონდო-ჲ	Fürstentum
უფრთეო-ჲ	flügellos; ohne Bögen / Gewölbe
სამეწუნეო-ჲ	Suppenzubereitung
სამოწესეო-ჲ	Kloster
სასაურავო-ჲ	Steuer, Abgabe
საკჳრავო-ჲ	Sonntags-
საზითვო-ჲ	Mitgift
უზითვო-ჲ	ohne Mitgift
საერისთვო-ჲ	an georg. Fürsten zu entrichtende Steuer
საციხისთვო-ჲ	eine Steuer
თანაიამვო-ჲ	Jambus
უნათესვო-ჲ	ohne Verwandte
თეზო-ჲ	Hüfte; Hüfte
სახარაბათო-ჲ	Ruine
იაკინთო-ჲ	Hyazinth (Edelstein); kostbares Gewebe; Hyazinth (Edelstein); kostbares
მდაბრიო-ჲ	Dörfler
უეკლესიო-ჲ	ohne Gemeinde
სოფიო-ჲ	Steinchen, Mosaik
მეოქროსოფიო-ჲ	Goldschmied, Juwelier
უმუშაკო-ჲ	untätig, ohne Arbeit
იანბიკო-ჲ	Jambus
საპარადოდიკო-ჲ	Steuerbuch, Steuerliste
კოდიკო-ჲ	Urkunde, Dokument, Gesetzeskodex
სახარკო-ჲ	Steuer, Abgabe
პეტალო-ჲ	blattförmiges Ornament; Blattgold; blattförmiges Ornament; Blattgold
ოქროპეტალო-ჲ	Blattgold
დასაყუდებელო-ჲ	Einsiedelei
