მეერთისა	Pantokrator
აღნიშნვა-ჲ	Bezeichnen, Bestimmen, Ernennen
მოზჳნვა-ჲ	rundherum Auftürmen
კრკჳნვა-ჲ	Fürsorge, Betreuung
დურტჳნვა-ჲ	Empörung, Unzufriedenheit, Aufruhr; Empörung, Unzufriedenheit, Aufruhr
მშჳნვა-ჲ	Atmen
მეგლოვა-ჲ	Trauer
ქედმაღლოვა-ჲ	Hochmut
მოქუსოვა-ჲ	Weben; Weben
მიმოდათხოვა-ჲ	Bitten, Flehen, Fürsorge
განთხოვა-ჲ	Heiraten (von der Frau), Verheiraten (einer Frau)
მოზოპვა-ჲ	Prahlen, Lügen
ჰაზრვა-ჲ	Hellsehen, Wahrsagen
შეზუმირვა-ჲ	Einreiben mit Myrrhe
ჟამისწირვა-ჲ	Gottesdienst, Messe
ჰამრვა-ჲ	Zählung, Rechnung
ძორვა-ჲ	Opfern
მიმოძრვა-ჲ	Schwanken
მიმოგანთესვა-ჲ	Verstreuen
მულკუვა-ჲ	Knospe (?)
ცეცხლითმოწუვა-ჲ	Verbrennen im Feuer
წისქჳლისქვა-ჲ	Mühlstein
უკუზღვა-ჲ	Bezahlung, Entgelt, Vergütung
შერწყვა-ჲ	Verbinden, Vereinen
წინაცვა-ჲ	Wachen, Bewachen
მოძრცვა-ჲ	Abnehmen, Ausziehen, Wegnehmen; Abnehmen, Ausziehen, Wegnehmen
ეჭვა-ჲ	Zweifel, Argwohn; Zweifel, Argwohn
მოზრახვა-ჲ	Schwätzen, Quatschen
ძჳრისზრახვა-ჲ	Lästern
სახისგამოსახვა-ჲ	Ausdrücken, Gleichnis
წიგნისკითხვა-ჲ	Lesen, Lesen und Schreiben
შაჰვა-ჲ	Huren
ღჳვა-ჲ	Wacholder
ტყჳვა-ჲ	Blei; Blei
სადილობისა გზა-ჲ	vom Morgen bis zum Frühstück zurückzulegender Weg
ჩუეულება-ჲ დედათა-ჲ	Menstruation
მჭევრობა-ჲ სიტყუათა-ჲ	Redekunst
გარდასრულობა-ჲ დღეთა-ჲ	Alter
მიდგმა-ჲ თუალთა-ჲ	Ansehen
ჟეჟთა-ჲ	höchster
იგია-ჲ	sie (eine Frau)
ზუგია-ჲ	Ahorn (?)
ჯერაკუმია-ჲ	Altenheim
ჰოია-ჲ	Großer Wagen / Bär (Sternbild)
ლოღარია-ჲ	Berechnen
ექუსორია-ჲ	Vertreibung, Austreibung, Verbannung; Vertreibung, Austreibung, Verbannung
მოღუაწია-ჲ	Arbeiterin, Schaffende, Wirkende, Fürsorgende, Nonne
ურვილაკა-ჲ	armer Tropf
მოკლეკა-ჲ	sehr kurz
მუჴლთდრეკა-ჲ	Niederknien
მუჴლდრეკა-ჲ	Niederknien; Niederknien
ქუემოდრეკა-ჲ	Unterwürfigkeit
მუჴლთმოდრეკა-ჲ	Niederknien
მიმოდრეკა-ჲ	Hin- und Herbiegen
ცონცორიკა-ჲ	umherstreifend
ფუვინკა-ჲ	ein Vogel
აპკა-ჲ	Haut, Schale
უბადრუკა-ჲ	Armseliger
მჴევალა-ჲ	Dienerin, Magd, Sklavin
უფალა-ჲ	Frau, Königin
რომელა-ჲ	der, welcher
ფათილა-ჲ	eine Arznei
დაჩხრეკილა-ჲ	geschrieben
კაპილა-ჲ	Laden, Schenke; Inhaber eines Ladens / einer Schenke
ნაწილა-ჲ	kleiner Teil
ლაკლა-ჲ	Brett, Teller, Schüssel, Schale
მიმოსრბოლა-ჲ	Hin- und Herrennen, Geschäftigkeit
სივტოლა-ჲ	Fliehen, Flucht; Fliehen, Flucht
თანამიყოლა-ჲ	Folgen
თანაშთამოყოლა-ჲ	Herabbegleiten
თანააღყოლა-ჲ	Folgen, Hinauffolgen, Nachtun
თანამიწოლა-ჲ	Sichhinlegen
სხოლა-ჲ	Leibgarde des Kaisers
სიკრულა-ჲ	Wahrsagevorrichtung
ქათამა-ჲ	kleines Huhn
დედა-მამა-ჲ	Eltern
ნათლისმამა-ჲ	Taufpate
პურისჭამა-ჲ	Essen, Speisen
ინაჴის-დგმა-ჲ	Decken der Tafel
თუალთმიდგმა-ჲ	Ansehen, Blicken
ჴელისგანდგმა-ჲ	Verrichten, Tätigkeit
ლაშქრისმოდგმა-ჲ	Umzingeln, Belagern
კარვისდგმა-ჲ	Zeltaufstellen, Fest des Zeltaufstellens
დაგუემა-ჲ	Schlagen, Quälen
თავყანის-ცემა-ჲ	Verehrung
თანანუგეშინის-ცემა-ჲ	Mitfühlen, Trösten
ცხჳრ-დაცემა-ჲ	Niesen
ცხჳრის-დაცემა-ჲ	Niesen
ჴელითდაცემა-ჲ	Onanie
თანაწარცემა-ჲ	Schicken, Senden
რიმა-ჲ	Wort
წინადადგომა-ჲ	Widerstand, Kampf
ზედადგომა-ჲ	Leiten
ზედააღდგომა-ჲ	Widerstand
წინააღდგომა-ჲ	Widerstand
ზეაღდგომა-ჲ	Aufstehen
დადრგომა-ჲ	Stehenbleiben, Haltmachen
წარმოვრდომა-ჲ	Geschehen, Machen
თანადახუდომა-ჲ	Antreffen, Einwilligen
ზეშთაჯდომა-ჲ	Vorsitzen, Vorsitz
წინაჯდომა-ჲ	Vorsitz
პირველადჯდომა-ჲ	Sitzen am Ehrenplatz
პირველჯდომა-ჲ	Vorsitzen, Leiten
ზემოჯდომა-ჲ	Obensitzen, Vornsitzen, Vorsitz
შეზომა-ჲ	Vergleich
ქუეყანისგანზომა-ჲ	Geometrie
წარმოცთომა-ჲ	Verführen, Verleiten, Verfehlen
დგრომა-ჲ	Stehen, Stehenbleiben, Haltmachen
განზღომა-ჲ	Sattwerden
განვრცომა-ჲ	Verbreitung, Ausbreitung
დამჴომა-ჲ	Niederfallen, Niederstürzen
თერმა-ჲ	Geldersatz
სულთ-თქუმა-ჲ	Stöhnen, Betrübnis
გამოთქუმა-ჲ	Aussprechen; Erzählen, Erklärung
უკუთქუმა-ჲ	Verneinen
თანაშერწყუმა-ჲ	Vereinen, Verbinden
ცუმა-ჲ	Anziehen, Kleiden
ჩამოხუმა-ჲ	Herabnehmen
დედისძმა-ჲ	Onkel (Bruder der Mutter)
ზედადასხმა-ჲ	Legen, Verwunden
შუაჴმა-ჲ	mit maßvoller Stimme
სხუაჴმა-ჲ	in anderer Mundart sprechend
უცხოჴმა-ჲ	fremdsprachig
ორჴმა-ჲ	zweierlei Ansicht / Meinung
მათთანა-ჲ	ein bei ihnen Befindlicher
ჩემთანა-ჲ	bei mir befindlich
იესუსთანა-ჲ	Anhänger Jesus
თჳსთანა-ჲ	ein ihm Nahestehender
მოქრისტიანა-ჲ	Christin
დატკებნა-ჲ	Stampfen
ცებნა-ჲ	Wissen
წიგნა-ჲ	Büchlein
სხუაენა-ჲ	fremdsprachig
ზედადადგენა-ჲ	Festsetzen, Anordnen
უცხოენა-ჲ	fremdsprachig
მიმოგანფენა-ჲ	Verbreitung
უკურჩენა-ჲ	Gewinn, Profit
ღჭენა-ჲ	Knirschen; Knirschen
წარევნა-ჲ	Phantasieren, unklares Reden
შერევნა-ჲ	Vermischen, Vereinen, Durcheinanderbringen; Spaltung, Häresie; Vermischen, Vereinen, Durcheinanderbringen; Spaltung, Häresie
წუევნა-ჲ	Rufen, Einladen; Rufen, Einladen
დაწუევნა-ჲ	Einladen
ზედამიწევნა-ჲ	Verständnis, Weisheit
ვერწევნა-ჲ	Nichterreichenkönnen
კაც-პოვნა-ჲ	Erscheinen / Aussehen als Mensch
ვერპოვნა-ჲ	Nichtfindenkönnen
პლანინა-ჲ	Bergweide, Alpe
მასშინა-ჲ	damalig
ამისშინა-ჲ	darin befindlich
ქუეყანისშინა-ჲ	irdisch, diesseitig
ქალაქისშინა-ჲ	in der Stadt befindlich
იერუსალჱმსშინა-ჲ	Jerusalemer
რღუნისწინა-ჲ	vor der Sintflut
ლაკნა-ჲ	Brett, Teller, Schüssel, Schale; Brett, Teller, Schüssel, Schale
სტამნა-ჲ	Krug; Krug
ჰავისზმნა-ჲ	Zaubern
მოშურნე-ქმნა-ჲ	Neid
მიზეზ-ქმნა-ჲ	Vorschützen, Vorgeben
კაცთ-ქმნა-ჲ	Erschaffung als Menschen
მატლთსაჭმელ-ქმნა-ჲ	Wurmfutter werden
საკიცხელ-ქმნა-ჲ	Lächerlichmachen
უჟამო-ქმნა-ჲ	Unzeit, Ungelegenheit
უბიწო-ქმნა-ჲ	Reinigen, Läutern
პირ-ქმნა-ჲ	Machen, Tun
დასაწყის-ქმნა-ჲ	Beginnen
კაც-ქმნა-ჲ	Menschwerdung
თანამონა-ჲ	Mitbediensteter
უმოლხინესონა-ჲ	äußerste Besserung
ფსალმუნა-ჲ	Psalm
წყლითრღუნა-ჲ	Sintflut, Hochwasser
ხუეშნა-ჲ	Flehen, Gebet; Bote; Flehen, Gebet; Bote
მხალოა-ჲ	Speise aus grünem Gemüse
ქსოა-ჲ	Weben
გამოთხოა-ჲ	Bitten; Bitten
პურისთხოა-ჲ	Essenbetteln
გოსპა-ჲ	Kleidungsstück mit Fransen; Kleidungsstück mit Fransen
იადგარა-ჲ	Hymnensammlung; Gedenkschrift; Hymnensammlung; Gedenkschrift
მდიდარა-ჲ	reiche Frau
ჩასდუდარა-ჲ	Kuppel (?)
არღარა-ჲ	nichts mehr
დიფთერა-ჲ	auf Pergament geschriebenes Buch
ჴელისწერა-ჲ	Geschriebenes, Inschrift, Festlegung
წიგნისწერა-ჲ	Schreiben
ერჳთრა-ჲ	rot
მცირა-ჲ	sehr gering
მანდრაღორა-ჲ	Alraune; Alraune
თერისტრა-ჲ	Kleidung
პურა-ჲ	kleines Brot
ჴნარცჳს-თხრა-ჲ	Aushebung einer Grube
გუერდისთხრა-ჲ	Zerstören der Seitenwand
შაჰრა-ჲ	Landstraße
გულისკუნესა-ჲ	Trauer
ნიგუზისა-ჲ	Nußschale
ქართველ-ი დასავალისა-ჲ	Bewohner der Pyrenäenhalbinsel, "Iberer des Westens"
დიდისსასყიდლისა-ჲ	teuer, kostbar
მოქცევ-ი შჳდეულისა-ჲ	Woche
აღტჳრთვა-ჲ მუცლისა-ჲ	Schwangerschaft
შემამკობელ-ი სძლისა-ჲ	Trauzeuge
შჳდწლისა-ჲ	siebenjährig
ტირისკნისა-ჲ	Monatsname (etwa November-Dezember)
სიმკაცრე-ჲ ლექსისა-ჲ	Grobheit, grobes Wort
მშჳლდ-ი ცისა-ჲ	Regenbogen
თჳთმიწისა-ჲ	Eingeborener
სამთჳსა-ჲ	drei Monate alt
კოვზ-ი ზღჳსა-ჲ	Meeresschnecke
საქანელ-ი სიტყჳსა-ჲ	Redekunst
მრავალმოქცევობა-ჲ სიტყჳსა-ჲ	Redekunst, Rhetorik
თავ-ცოტა-ჲ	kleinköpfig
თუალცოტა-ჲ	kleinäugig
ცოცოტა-ჲ	ein ganz klein wenig
ალელუა-ჲ	Halleluja
წინაგანსიტყუა-ჲ	Streiten
ოქროსიტყუა-ჲ	Redner, Orator
მრავლისსიტყუა-ჲ	Schwätzerei
ძჳრისსიტყუა-ჲ	Blasphemie
ხაჭუა-ჲ	Quark
დაკაფა-ჲ	Fällen, Roden
სწრაფა-ჲ	Wunsch, Streben
თანაყოფა-ჲ	Zusammensein, Beischlaf
წინაყოფა-ჲ	Hinstellen, Hinlegen, Geben, Schenken, Reichen, Erfüllen, Vollenden; Gleichnis
არაყოფა-ჲ	Nichtexistenz
ღმერთყოფა-ჲ	Vergöttlichung, Vergötterung
ჴელისმიყოფა-ჲ	Berührung
მიმოგანყოფა-ჲ	Teilen, Verteilen
აქა-ჲ	hiesig, Hiesiges
ზუზღა-ჲ	Eiter
ნაყა-ჲ	Zerstoßen, Zerstampfen
ბერტყა-ჲ	Schlagen, Schütteln, Ausklopfen
დამწყა-ჲ	Abrichten
სამცა-ჲ	dritter Himmel
აღჴოცა-ჲ	Vernichten
აღძურცა-ჲ	Ausziehen, Entfernen
მამისბიძა-ჲ	Onkel des Vaters
მეხისტეხა-ჲ	Donner, Donnerschlag
ტომის-რაცხა-ჲ	Volkszählung
ტოჰმის-რაცხა-ჲ	Volkszählung
აღრაცხა-ჲ	Zählen
მჯა-ჲ	Weizenstroh, Weizenhalme
თანშეშჯა-ჲ	Verbinden, Verknüpfen
მარვაჰა-ჲ	Korb
ალელუჲა-ჲ	Halleluja; Halleluja
კჳრიაე-ჲ	Sonntag; Sonntag
მესირაე-ჲ	Schilfflechter
სააფრაე-ჲ	Segeltuch
კჳრაე-ჲ	Sonntag; Sonntag
სადროშაე-ჲ	Fahnen-
მემცნებე-ჲ	vertrauenswürdig
სათიბე-ჲ	Heuwiese
მოტკბე-ჲ	süßlich
საჴამლობე-ჲ	Schuhe
მჯობე-ჲ	besser, übertreffend; besser, übertreffend
სილირბე-ჲ	Dreistheit, Unverschämtheit
მსრბე-ჲ	Läufer
ღრმაბაგე-ჲ	stotternd
სისადაგე-ჲ	Einfachheit, Gewöhnlichkeit
მელაზმაგე-ჲ	mit Gold oder Silber beschlagen
სასურმაგე-ჲ	Farbgefäß
საგუშაგე-ჲ	Wachturm, Leuchtturm
მემაეგე-ჲ	machend, tuend
მენიჯოგე-ჲ	Speerträger, Waffenträger
მენერგე-ჲ	Gärtner
მდინარისკიდე-ჲ	Flußufer
უწმიდე-ჲ	überaus rein
მორიდე-ჲ	zurückhaltend, schüchtern, ausweichend; zurückhaltend, schüchtern, ausweichend
საჴიდე-ჲ	Brückenzoll
მიმლოდე-ჲ	wartend
მომლოდე-ჲ	wartend
კმოდე-ჲ	Felsklippe, Steilufer, Felssturz
ზღუდისზღუდე-ჲ	Mauer, Wall
შჳძღუდე-ჲ	siebenfach ummauert
პირისმწდე-ჲ	Mundschenk
თეე-ჲ	Raum der Tempelwächter; Raum der Tempelwächter
თანამენავე-ჲ	Mitreisender auf einem Schiff
მომჟავე-ჲ	säuerlich
შიშავე-ჲ	Schwärze; Schwärze
ალოვე-ჲ	Aloe; Aloe
მეარვე-ჲ	Hirt
მონათესვე-ჲ	Verwandter
სიდრკუვე-ჲ	Heimtücke; Heimtücke
მერუვე-ჲ	Kanalwärter
სიღრუვე-ჲ	öffnung, Loch; öffnung, Loch
სიცრუვე-ჲ	Lüge, Falschheit; Lüge, Falschheit
მფუვე-ჲ	aufgehend
საასპარეზე-ჲ	Arena, Kampfplatz
მეასპარეზე-ჲ	Jockey
სამმზე-ჲ	Dreifaltigkeit
მეოცდაათე-ჲ	dreißigster
მეშაბათე-ჲ	Sabbatfeiernder
ოთხმეათე-ჲ	vierzehnter
მებარბითე-ჲ	Harfenspieler
იაკინთე-ჲ	Hyazinth (Edelstein); kostbares Gewebe; Hyazinth (Edelstein); kostbares
ჳაკინთე-ჲ	Hyazinth (Edelstein); kostbares Gewebe
სატჳრთე-ჲ	aufzuladend, Last auf sich zu nehmend
საევლოგიე-ჲ	Opfergefäß
მდუმრიე-ჲ	leise
სინოტიე-ჲ	Feuchtigkeit, Nässe
სივაკე-ჲ	Ebene, gerade Fläche
შაბათ-კჳრიაკე-ჲ	Samstag und Sonntag
ახალკჳრიაკე-ჲ	neue Woche
წყლითმაკე-ჲ	wassersüchtig
