			აბულაძე
არა	PRT	არა	
არწმუნებდა	VERB	რწმუნ	რწმუნება
მათ	PRON	მათ	
თავით	PRON	თავ-	
თჳსით,	PRON	თჳს-	
რამეთუ	CONJ	რამეთუ	
ყოველთა	PRON	ყოველ-	
იცოდეს	VERB	ც	ცოდნა
იგი.	PRON	იგი.	
Jo.2-25		Jo.2-25	
და	CONJ	და	
რამეთუ	CONJ	რამეთუ	
არა	PRT	არა	
უჴმდა,	VERB	ჴმ	ჴმობა
რაჲთა	CONJ	რაჲთა	
წამოს	VERB	წამ	წამება
ვინმე	PRON	ვინმე	
კაცისა	NOUN	კაც-	
მისთჳს,	PRON	იგი	
რამეთუ	CONJ	რამეთუ	
მან	PRON	იგი	
თჳთ	PRON	თჳთ	
იცოდა,	VERB	ც	ცოდნა
რაჲ	PRON	რაჲ	
იყო	VERB	ყოფნა	ყოფა
კაცისა	NOUN	კაც-	
მის	PRON	იგი	
თანა.	PRT	თანა.	
Jo.3-1		Jo.3-1	
იყო	VERB	იყო	ყოფა
ვინმე	PRON	ვინმე	
კაცი	NOUN	კაც-	
ფარისეველთაგანი,	NOUN	ფარისეველ-	
სახელით	NOUN	სახელ-	
ნიკოდიმოს,	NOUN	ნიკოდიმოს-	
მთავარი	NOUN	მთავარ-	
ჰურიათაჲ.	NOUN	ჰურია	
Jo.3-2		Jo.3-2	
ესე	PRON	ესე	
მოვიდა	VERB	ვიდ	მოსლვა
იესუჲსა	NOUN	იესუ	
ღამჱ	NOUN	ღამე	
და	CONJ	და	
ჰრქუა	NOUN	რქუ	
მას:	PRON	იგი	
რაბი,	NOUN	რაბი	
უწყით,	VERB	წყ	უწყება
რამეთუ	CONJ	რამეთუ	
ღმრთისა	NOUN	ღმერთ-	
მიერ	PRT	მიერ	
მოსრულ	NOUN	მოსრულ-	
ხართ	VERB	ხარ	ყოფა
მოძღურად,	NOUN	მოძღუარ-	
რამეთუ	CONJ	რამეთუ	
ვერვის	PRON	ვერვინ	
ჴელ-ეწიფების	VERB	ჴელ-წიფება	ჴელ-წიფება
სასწაულთა	NOUN	სასწაულ-	
ამათ	PRON	ესე	
საქმედ,	NOUN	საქმე	
რომელთა	PRON	რომელ-	
შენ	PRON	შენ	
იქმ,	VERB	ქმ	ქმნა
უკუეთუ	CONJ	უკუეთუ	
არა	PRT	არა	
ღმერთი	NOUN	ღმერთ-	
იყოს	VERB	ყოფნა	ყოფა
მის	PRON	იგი	
თანა.	PRT	თანა.	
Jo.3-3		Jo.3-3	
მიუგო	VERB	გ	მიგება
იესუ	NOUN	იესუ	
და	CONJ	და	
ჰრქუა	VERB	რქუ	რქუმა
მას:	PRON	იგი	
ამენ,	ADV	ამენ,	
ამენ	ADV	ამენ	
გეტყჳ	VERB	ტყუ	სიტყუა
შენ:	PRON	შენ:	
უკუეთუ	CONJ	უკუეთუ	
ვინმე	PRON	ვინმე	
არა	PRT	არა	
იშვეს	VERB	შვ	შობა
მეორედ,	NUM	მეორე	
ვერ	PRT	ვერ	
ჴელ-ეწიფების	VERB	ჴელ-წიფება	ჴელ-წიფება
ხილვად	NOUN	ხილვა	
სასუფეველი	NOUN	სასუფეველ-	
ცათაჲ.	NOUN	ცა	
Jo.3-4		Jo.3-4	
ჰრქუა	VERB	რქუ	რქუმა
მას	PRON	იგი	
ნიკოდიმოს:	NOUN	ნიკოდიმოს-	
ვითარ	ADV	ვითარ	
ჴელ-ეწიფების	VERB	ჴელ-წიფება	ჴელ-წიფება
კაცსა	NOUN	კაც-	
ბერსა	NOUN	ბერ-	
შობად?	NOUN	შობა	
ნუუკუე	PRT	ნუუკუე	
შესაძლებელ	NOUN	შესაძლებელ-	
არს	VERB	არ-ს	ყოფა
მუცელსა	NOUN	მუცელ-	
დედისა	NOUN	დედა	
თჳსისასა	PRON	თჳს-	
შესლვად	NOUN	შესლვა	
მეორედ	NUM	მეორე	
და	CONJ	და	
შობად?	NOUN	შობა	
Jo.3-5		Jo.3-5	
მიუგო	VERB	გ	მიგება
იესუ	NOUN	იესუ	
და	CONJ	და	
ჰრქუა	VERB	რქუ	რქუმა
მას:	PRON	იგი	
ამენ,	ADV	ამენ,	
ამენ	ADV	ამენ	
გეტყჳ	VERB	ტყუ	სიტყუა
შენ:	PRON	შენ:	
უკუეთუ	CONJ	უკუეთუ	
ვინმე	PRON	ვინმე	
არა	PRT	არა	
იშვეს	VERB	შევ	შობა
წყლისაგან	NOUN	წყალ-	
და	CONJ	და	
სულისა,	NOUN	სულ-	
ვერ	PRT	ვერ	
ჴელ-ეწიფების	VERB	ჴელ-წიფება	ჴელ-წიფება
შესლვად	NOUN	შესლვა	
სასუფეველსა	NOUN	სასუფეველ-	
ღმრთისასა.	NOUN	ღმერთ-	
Jo.3-6		Jo.3-6	
შობილი	NOUN	შობილ-	
იგი	PRON	იგი	
ჴორცთაგან	NOUN	ჴორც-	
ჴორცი	NOUN	ჴორც-	
არს,	VERB	არ-ს	ყოფა
და	CONJ	და	
შობილი	NOUN	შობილ-	
იგი	PRON	იგი	
სულისაგან	NOUN	სულ-	
სული	NOUN	სულ-	
არს.	VERB	არ-ს	ყოფა
Jo.3-7		Jo.3-7	
ნუ	PRT	ნუ	
გიკჳრნ,	VERB	კჳრ	კჳრვება
რამეთუ	CONJ	რამეთუ	
გარქუ	VERB	რქუ	რქუმა
შენ	PRON	შენ	
ესე:	PRON	ესე:	
ჯერ-არს	VERB	ჯერ-არ-ს	ჯერ-ყოფა
თქუენდა	PRON	თქუენ	
მეორედ	NUM	მეორე	
შობაჲ.	NOUN	შობა	
Jo.3-8		Jo.3-8	
სულსა	NOUN	სულ-	
ვიდრეცა	ADV	ვიდრე	
უნებნ,	VERB	ნებ	ნებება
ქრინ,	VERB	ქრ	ქროლა
და	CONJ	და	
ჴმაჲ	NOUN	ჴმა	
მისი	PRON	მის-	
გესმის,	VERB	სმ	სმენა
არამედ	CONJ	არამედ	
არა	PRT	არა	
იცი,	VERB	ც	ცოდნა
ვინაჲ	PRON	ვინა	
მოვალს	VERB	ვალ	მოსლვა
და	CONJ	და	
ვიდრე	ADV	ვიდრე	
ვალს.	VERB	ვალ	სლვა
ესრეთ	ADV	ესრეთ	
არს	VERB	არ-ს	ყოფა
ყოველი	PRON	ყოველ-	
შობილი	NOUN	შობილ-	
სულისაგან.	NOUN	სულ-	
Jo.3-9		Jo.3-9	
მიუგო	VERB	გ	მიგება
ნიკოდიმოს	NOUN	ნიკოდიმოს-	
და	CONJ	და	
ჰრქუა	VERB	რქუ	რქუმა
მას:	PRON	იგი	
ვითარ	ADV	ვითარ	
შესაძლებელ	NOUN	შესაძლებელ-	
არს	VERB	არ-ს	ყოფა
ყოფად	NOUN	ყოფა	
ესე?	PRON	ესე?	
Jo.3-10		Jo.3-10	
მიუგო	VERB	გ	მიგება
იესუ	NOUN	იესუ	
და	CONJ	და	
ჰრქუა	VERB	რქუ	რქუმა
მას:	PRON	იგი	
შენ	PRON	შენ	
ხარ	VERB	ხარ	ყოფა
მოძღუარი	NOUN	მოძღუარ-	
ისრაჱლისაჲ	NOUN	ისრაჱლ-	
და	CONJ	და	
ესე	PRON	ესე	
არა	PRT	არა	
იცია?	VERB	ც	ცოდნა
Jo.3-11		Jo.3-11	
ამენ,	ADV	ამენ,	
ამენ	ADV	ამენ	
გეტყჳ	VERB	ტყუ	სიტყუა
შენ,	PRON	შენ,	
რამეთუ:	CONJ	რამეთუ:	
რომელი	PRON	რომელ-	
ვიცით,	VERB	ც	ცოდნა
ვიტყჳთ,	VERB	ტყუ	სიტყუა
და	CONJ	და	
რომელი	PRON	რომელ-	
ვიხილეთ,	VERB	ხილ	ხილვა
ვწამებთ,	VERB	წამ	წამება
და	CONJ	და	
წამებასა	NOUN	წამება	
ჩუენსა	PRON	ჩუენ-	
არა	PRT	არა	
შეიწყნარებთ.	VERB	წყნარ	შეწყნარება
Jo.3-12		Jo.3-12	
უკუეთუ	CONJ	უკუეთუ	
ქუეყანისაჲ	NOUN	ქუეყანა	
გითხარ	VERB	თხარ	თხრობა
თქუენ,	PRON	თქუენ,	
და	CONJ	და	
არა	PRT	არა	
გრწამს,	VERB	წამ	რწმენა
ვითარ	ADV	ვითარ	
უკუე	ADV	უკუე	
ზეცისაჲ	NOUN	ზეცა	
გითხრა	VERB	თხარ	თხრობა
თქუენ,	PRON	თქუენ,	
და	CONJ	და	
გრწმენეს?	VERB	რწმენ	რწმენა
Jo.3-13		Jo.3-13	
და	CONJ	და	
არა	PRT	არა	
ვინ	PRON	ვინ	
აღჴდა	VERB	ჴდ	აღჴდომა
ზეცად,	NOUN	ზეცა	
გარნა	PRT	გარნა	
რომელი-იგი	PRON	რომელ-იგი	
გარდამოჴდა	VERB	ჴდ	გარდამოჴდომა
ზეცით	NOUN	ზეცა	
--		--	
ძე	NOUN	ძე	
კაცისაჲ,	NOUN	კაც-	
რომელი	PRON	რომელ-	
არს	VERB	არ-ს	ყოფა
ზეცათა	NOUN	ზეცა	
შინა.	PRT	შინა.	
Jo.3-14		Jo.3-14	
და	CONJ	და	
ვითარცა-იგი	ADV	ვითარცა-იგი	
მოსე	NOUN	მოსე	
აღამაღლა	VERB	მაღლ	აღმაღლება
გუელი	NOUN	გუელ-	
უდაბნოს,	NOUN	უდაბნო	
ეგრეთ	ADV	ეგრეთ	
ჯერ-არს	VERB	ჯერ-არ-ს	ჯერ-ყოფა
ამაღლებაჲ	NOUN	ამაღლება	
ძისა	NOUN	ძე	
კაცისაჲ,	NOUN	კაც-	
Jo.3-15		Jo.3-15	
რაჲთა	CONJ	რაჲთა	
ყოველსა	PRON	ყოველ-	
რომელსა	PRON	რომელ-	
ჰრწმენეს	VERB	რწმენ	რწმენა
იგი,	PRON	იგი,	
არა	PRT	არა	
წარწყმდეს,	VERB	წყმ	წარწყმედა
არამედ	CONJ	არამედ	
აქუნდეს	VERB	ქუ	ქუან-
ცხორებაჲ	NOUN	ცხორება	
საუკუნოჲ.	ADJ	საუკუნო	
Jo.3-16		Jo.3-16	
რამეთუ	CONJ	რამეთუ	
ესრეთ	ADV	ესრეთ	
შეიყუარა	VERB	ყუარ	შეყუარება
ღმერთმან	NOUN	ღმერთ-	
სოფელი	NOUN	სოფელ-	
ესე,	PRON	ესე,	
ვითარმედ	CONJ	ვითარმედ	
ძეცა	NOUN	ძე	
თჳსი	PRON	თჳს-	
მხოლოდშობილი	ADJ	მხოლოდშობილ-	
მოსცა	VERB	ც	მოცემა
მას,	PRON	იგი	
რაჲთა	CONJ	რაჲთა	
ყოველსა	PRON	ყოველ-	
რომელსა	PRON	რომელ-	
ჰრწმენეს	VERB	რწმენ	რწმენა
იგი,	PRON	იგი,	
არა	PRT	არა	
წარწყმდეს,	VERB	წყმ	წარწყმედა
არამედ	CONJ	არამედ	
აქუნდეს	VERB	ქუ	ქუან-
ცხორებაჲ	NOUN	ცხორება	
საუკუნოჲ.	ADJ	საუკუნო	
Jo.3-17		Jo.3-17	
რამეთუ	CONJ	რამეთუ	
არა	PRT	არა	
მოავლინა	VERB	ვლინ	მოვლინება
ღმერთმან	NOUN	ღმერთ-	
ძე	NOUN	ძე	
თჳსი	PRON	თჳს-	
სოფლად,	NOUN	სოფელ-	
რაჲთა	CONJ	რაჲთა	
დასაჯოს	VERB	საჯ	დასჯა
სოფელი,	NOUN	სოფელ-	
არამედ	CONJ	არამედ	
რაჲთა	CONJ	რაჲთა	
აცხოვნოს	VERB	ცხოვნ	ცხოვნება
სოფელი	NOUN	სოფელ-	
მის	PRON	იგი	
მიერ.	PRT	მიერ.	
Jo.3-18		Jo.3-18	
რომელსა	PRON	რომელ-	
ჰრწმენეს	VERB	რწმენ	რწმენა
მისი,	PRON	მის-	
არა	PRT	არა	
დაისაჯოს;	VERB	საჯ	დასჯა
ხოლო	CONJ	ხოლო	
რომელსა	PRON	რომელ-	
არა	PRT	არა	
ჰრწმენეს,	VERB	რწმენ	რწმენა
აწვე	ADV	აწვე	
დაშჯილ	NOUN	დაშჯილ-	
არს,	VERB	არ-ს	ყოფა
რამეთუ	CONJ	რამეთუ	
არა	PRT	არა	
ჰრწმენა	VERB	რწმენ	რწმენა
სახელისა	NOUN	სახელ-	
მიმართ	ADV	მიმართ	
ძისა	NOUN	ძე	
ღმრთისა	NOUN	ღმერთ-	
მხოლოდშობილისა.	ADJ	მხოლოდშობილ-	
Jo.3-19		Jo.3-19	
და	CONJ	და	
ესე	PRON	ესე	
არს	VERB	არ-ს	ყოფა
საშჯელი,	NOUN	საშჯელ-	
რამეთუ	CONJ	რამეთუ	
ნათელი	NOUN	ნათელ-	
მოვიდა	VERB	ვიდ	მოსლვა
სოფლად,	NOUN	სოფელ-	
და	CONJ	და	
შეიყუარეს	VERB	ყუარ	შეყუარება
კაცთა	NOUN	კაც-	
ბნელი,	NOUN	ბნელ-	
ვიდრე	ADV	ვიდრე	
ნათელი,	NOUN	ნათელ-	
რამეთუ	CONJ	რამეთუ	
იყვნეს	VERB	ყოფნა	ყოფა
საქმენი	NOUN	საქმე	
მათნი	PRON	მათ-	
ბოროტ.	ADJ	ბოროტ-	
Jo.3-20		Jo.3-20	
რამეთუ	CONJ	რამეთუ	
ყოველი	PRON	ყოველ-	
რომელი	PRON	რომელ-	
ბოროტსა	NOUN	ბოროტ-	
იქმს,	VERB	ქმ	ქმნა
სძულს	VERB	ძულ	ძულება
მას	PRON	იგი	
ნათელი	NOUN	ნათელ-	
და	CONJ	და	
არა	PRT	არა	
მოვალს	VERB	ვალ	მოსლვა
ნათელსა,	NOUN	ნათელ-	
რაჲთა	CONJ	რაჲთა	
არა	PRT	არა	
ემხილნენ	VERB	მხილ	მხილება
საქმენი	NOUN	საქმე	
მისნი.	PRON	მის-	
